id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1062042625719615488,lovelyti,"Would flooding the deserts help stop #globalwarming? The idea is “risky, unproven, even unlikely to work,” according to Y Combinator. But if it did work, it could slow climate change.
Read more via https://t.co/5RryU1ktDM: https://t.co/nk9ostdVHV
What do you think? https://t.co/95ejhKCW64",Mon Nov 12 18:01:08 +0000 2018,12/11/2018 18:01:08,,en,,,16398159,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",http://pbs.twimg.com/profile_images/827593797743677440/CgJa_Jwh_normal.jpg,37468,308,http://www.lovelyti.com,http://twitter.com/lovelyti/statuses/1062042625719615488,"{""hashtags"":[{""text"":""globalwarming"",""indices"":[37,51]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/5RryU1ktDM"",""expanded_url"":""http://Lovelyti.com"",""display_url"":""Lovelyti.com"",""indices"":[198,221]},{""url"":""https://t.co/nk9ostdVHV"",""expanded_url"":""https://buff.ly/2zKNZXa"",""display_url"":""buff.ly/2zKNZXa"",""indices"":[223,246]}],""media"":[{""id"":1062042623983140900,""id_str"":""1062042623983140867"",""indices"":[266,289],""media_url"":""http://pbs.twimg.com/media/Dr0iI7rWwAM1kaB.jpg"",""media_url_https"":""https://pbs.twimg.com/media/Dr0iI7rWwAM1kaB.jpg"",""url"":""https://t.co/95ejhKCW64"",""display_url"":""pic.twitter.com/95ejhKCW64"",""expanded_url"":""https://twitter.com/lovelyti/status/1062042625719615488/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":351,""h"":185,""resize"":""fit""},""small"":{""w"":351,""h"":185,""resize"":""fit""},""large"":{""w"":351,""h"":185,""resize"":""fit""}}}]}"
1062038998233812993,USLibWarrior,"RT @ngbutok: #California is vulnerable — not because of poor forest management as DT (our so-called president) would have us think. We are vulnerable because of #climatechange.”

#trump #firefighters #californiawildfire #WoolseyFire #globalwarming

https://t.co/DLsaRTEH93",Mon Nov 12 17:46:43 +0000 2018,12/11/2018 17:46:43,,en,,,1030269846024585216,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1030295306989125633/fB-apQDX_normal.jpg,1102,2503,In your nightmares,http://twitter.com/USLibWarrior/statuses/1062038998233812993,"{""hashtags"":[{""text"":""California"",""indices"":[13,24]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ngbutok"",""name"":""Andy K"",""id"":846797126831099900,""id_str"":""846797126831099905"",""indices"":[3,11]}],""urls"":[]}"
1062038732260495361,BeLEAFingWithJB,"RT @ngbutok: #California is vulnerable — not because of poor forest management as DT (our so-called president) would have us think. We are vulnerable because of #climatechange.”

#trump #firefighters #californiawildfire #WoolseyFire #globalwarming

https://t.co/DLsaRTEH93",Mon Nov 12 17:45:40 +0000 2018,12/11/2018 17:45:40,,en,,,1879748407,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1061984363792031745/c56VDVpT_normal.jpg,4353,4973,#LeafsNation ,http://twitter.com/BeLEAFingWithJB/statuses/1062038732260495361,"{""hashtags"":[{""text"":""California"",""indices"":[13,24]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ngbutok"",""name"":""Andy K"",""id"":846797126831099900,""id_str"":""846797126831099905"",""indices"":[3,11]}],""urls"":[]}"
1062033205958598656,SuzanneMhs,"RT @SasjaBeslik: THIS is the most effective way to tackle climate change. 
#climatechange #globalwarming https://t.co/qA6soexGi5",Mon Nov 12 17:23:42 +0000 2018,12/11/2018 17:23:42,,en,,,1690685358,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",http://pbs.twimg.com/profile_images/378800000433216015/f5f29b6dba785bb69cd63711ffc84872_normal.jpeg,150,753,,http://twitter.com/SuzanneMhs/statuses/1062033205958598656,"{""hashtags"":[{""text"":""climatechange"",""indices"":[75,89]},{""text"":""globalwarming"",""indices"":[90,104]}],""symbols"":[],""user_mentions"":[{""screen_name"":""SasjaBeslik"",""name"":""Sasja Beslik"",""id"":3908996909,""id_str"":""3908996909"",""indices"":[3,15]}],""urls"":[],""media"":[{""id"":1027163043673923600,""id_str"":""1027163043673923590"",""indices"":[105,128],""media_url"":""http://pbs.twimg.com/media/DkE3WJiX4AYmpJy.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DkE3WJiX4AYmpJy.jpg"",""url"":""https://t.co/qA6soexGi5"",""display_url"":""pic.twitter.com/qA6soexGi5"",""expanded_url"":""https://twitter.com/SasjaBeslik/status/1027163188134072321/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":1200,""h"":1200,""resize"":""fit""},""large"":{""w"":2048,""h"":2048,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":680,""h"":680,""resize"":""fit""}},""source_status_id"":1027163188134072300,""source_status_id_str"":""1027163188134072321"",""source_user_id"":3908996909,""source_user_id_str"":""3908996909""}]}"
1062033035707604996,johnohare7,"RT @johnohare7: @GOP The fires are the most destructive in California's history. ""We're in the seventh year of a drought. Our weather conditions out there, and our fuel conditions are absolutely right for fire, climate change is destroying us.” #ClimateChangeIsReal #globalwarming #wildfires #climate https://t.co/pZIvjzgM9X",Mon Nov 12 17:23:01 +0000 2018,12/11/2018 17:23:01,,en,,,15307211,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1047651784297078784/_uRGrAHX_normal.jpg,747,1554,,http://twitter.com/johnohare7/statuses/1062033035707604996,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""johnohare7"",""name"":""Sir John O’Hare (Bard of Armagh)."",""id"":15307211,""id_str"":""15307211"",""indices"":[3,14]},{""screen_name"":""GOP"",""name"":""GOP"",""id"":11134252,""id_str"":""11134252"",""indices"":[16,20]}],""urls"":[]}"
1062032397334528000,EarthAccounting,Fast-Rising Demand for Air Conditioning Is Adding to #GlobalWarming. The Numbers Are Striking. | InsideClimate News https://t.co/FYyIzYmCww,Mon Nov 12 17:20:29 +0000 2018,12/11/2018 17:20:29,,en,,,2527904352,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/554110805164060674/09k3x2xS_normal.jpeg,15333,14934,Nationwide,http://twitter.com/EarthAccounting/statuses/1062032397334528000,"{""hashtags"":[{""text"":""GlobalWarming"",""indices"":[53,67]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/FYyIzYmCww"",""expanded_url"":""https://insideclimatenews.org/news/11112018/climate-change-home-air-conditioning-half-degree-global-warming-by-2100"",""display_url"":""insideclimatenews.org/news/11112018/…"",""indices"":[116,139]}]}"
1062028301907226625,jburgessclimate,A very clear example of how #adaptation to today’s #climatechange impacts can lead to even more #globalwarming  - adaptation and mitigation are closely linked! https://t.co/XANhJ4hIXt,Mon Nov 12 17:04:13 +0000 2018,12/11/2018 17:04:13,,en,,,412519066,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/809495440597155840/lDU35ys5_normal.jpg,1089,1074,"London, England",http://twitter.com/jburgessclimate/statuses/1062028301907226625,"{""hashtags"":[{""text"":""adaptation"",""indices"":[28,39]},{""text"":""climatechange"",""indices"":[51,65]},{""text"":""globalwarming"",""indices"":[96,110]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/XANhJ4hIXt"",""expanded_url"":""https://insideclimatenews.org/news/11112018/climate-change-home-air-conditioning-half-degree-global-warming-by-2100"",""display_url"":""insideclimatenews.org/news/11112018/…"",""indices"":[160,183]}]}"
1062027616490676226,trishacullen,⁦@Interior⁩ ⁦@realDonaldTrump⁩ SCIENTISTS (something you’re not) say #GlobalWarming is to blame for #CaliforniaWildfires (and stronger hurricanes). Continue to be stupid &amp; immature or lower US emissions of #coal &amp; fossil fuel. This isn’t hard!  https://t.co/wqQjEpkzWN,Mon Nov 12 17:01:29 +0000 2018,12/11/2018 17:01:29,,en,,,26384952,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/780512378894950400/hedPpQdD_normal.jpg,985,2184,"Silicon Valley, CA",http://twitter.com/trishacullen/statuses/1062027616490676226,"{""hashtags"":[{""text"":""GlobalWarming"",""indices"":[69,83]},{""text"":""CaliforniaWildfires"",""indices"":[100,120]},{""text"":""coal"",""indices"":[210,215]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Interior"",""name"":""US Department of the Interior"",""id"":76348185,""id_str"":""76348185"",""indices"":[1,10]},{""screen_name"":""realDonaldTrump"",""name"":""Donald J. Trump"",""id"":25073877,""id_str"":""25073877"",""indices"":[13,29]}],""urls"":[{""url"":""https://t.co/wqQjEpkzWN"",""expanded_url"":""http://www.wbur.org/hereandnow/2018/11/12/climate-change-california-wildfires"",""display_url"":""wbur.org/hereandnow/201…"",""indices"":[253,276]}]}"
1062027569644687361,scarletmonahan,Here comes the rain. #climate #change #climatechange #ClimateAction #ClimateChangeIsReal #poetry #poem #poet #GlobalWarming #spokenword #poetrylyrics https://t.co/FBToHSU5t9 21,Mon Nov 12 17:01:18 +0000 2018,12/11/2018 17:01:18,,en-gb,,,292619181,,"<a href=""http://www.autotweeter.in/"" rel=""nofollow"">autotweet scheduler</a>",http://pbs.twimg.com/profile_images/812089146256683008/PB8sS7jY_normal.jpg,360183,25047,UK,http://twitter.com/scarletmonahan/statuses/1062027569644687361,"{""hashtags"":[{""text"":""climate"",""indices"":[21,29]},{""text"":""change"",""indices"":[30,37]},{""text"":""climatechange"",""indices"":[38,52]},{""text"":""ClimateAction"",""indices"":[53,67]},{""text"":""ClimateChangeIsReal"",""indices"":[68,88]},{""text"":""poetry"",""indices"":[89,96]},{""text"":""poem"",""indices"":[97,102]},{""text"":""poet"",""indices"":[103,108]},{""text"":""GlobalWarming"",""indices"":[109,123]},{""text"":""spokenword"",""indices"":[124,135]},{""text"":""poetrylyrics"",""indices"":[136,149]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1054498773093834800,""id_str"":""1054498773093834753"",""indices"":[150,173],""media_url"":""http://pbs.twimg.com/ext_tw_video_thumb/1054498773093834753/pu/img/J1psUCPGLs55ChKm.jpg"",""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1054498773093834753/pu/img/J1psUCPGLs55ChKm.jpg"",""url"":""https://t.co/FBToHSU5t9"",""display_url"":""pic.twitter.com/FBToHSU5t9"",""expanded_url"":""https://twitter.com/scarletmonahan/status/1054500317386194944/video/1"",""type"":""photo"",""sizes"":{""small"":{""w"":680,""h"":408,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":800,""h"":480,""resize"":""fit""},""medium"":{""w"":800,""h"":480,""resize"":""fit""}},""source_status_id"":1054500317386195000,""source_status_id_str"":""1054500317386194944"",""source_user_id"":292619181,""source_user_id_str"":""292619181""}]}"
1062027392393216000,jkgood1,"RT @ngbutok: #California is vulnerable — not because of poor forest management as DT (our so-called president) would have us think. We are vulnerable because of #climatechange.”

#trump #firefighters #californiawildfire #WoolseyFire #globalwarming

https://t.co/DLsaRTEH93",Mon Nov 12 17:00:36 +0000 2018,12/11/2018 17:00:36,,en,,,124494516,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/963630890277466112/9zMrZP2G_normal.jpg,1272,1598,CA,http://twitter.com/jkgood1/statuses/1062027392393216000,"{""hashtags"":[{""text"":""California"",""indices"":[13,24]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ngbutok"",""name"":""Andy K"",""id"":846797126831099900,""id_str"":""846797126831099905"",""indices"":[3,11]}],""urls"":[]}"
1062024301258399744,DegreeLast,RT @ProjectDrawdown: 6 ways ordinary people can prevent climate change: @NBCNewsBETTER talks with @CrystalChissell of #ProjectDrawdown about what each of us can do to reverse #globalwarming and become part of the solution to climate change. https://t.co/3Bw2IcgYy9,Mon Nov 12 16:48:19 +0000 2018,12/11/2018 16:48:19,,en,,,1058129129676136448,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1060001734137929728/sWp45wu-_normal.jpg,20,112,"Toronto, Ontario",http://twitter.com/DegreeLast/statuses/1062024301258399744,"{""hashtags"":[{""text"":""ProjectDrawdown"",""indices"":[118,134]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ProjectDrawdown"",""name"":""Drawdown"",""id"":2666790169,""id_str"":""2666790169"",""indices"":[3,19]},{""screen_name"":""NBCNewsBETTER"",""name"":""NBCNewsBETTER"",""id"":788449902997233700,""id_str"":""788449902997233664"",""indices"":[72,86]},{""screen_name"":""CrystalChissell"",""name"":""Crystal Chissell"",""id"":69358077,""id_str"":""69358077"",""indices"":[98,114]}],""urls"":[]}"
